
time,gFx,gFy,gFz,wx,wy,wz,
2.864,-0.27,0.51,0.29,2.22,-3.00,-2.52,
2.864,-0.27,0.51,0.29,2.37,-3.11,-2.65,
2.868,-0.27,0.51,0.29,2.50,-3.22,-2.78,
2.868,-0.29,0.52,0.26,2.50,-3.22,-2.78,
2.868,-0.29,0.52,0.26,2.62,-3.30,-2.90,
2.868,-0.31,0.53,0.21,2.62,-3.30,-2.90,
2.868,-0.31,0.53,0.21,2.72,-3.34,-3.00,
2.869,-0.37,0.54,0.13,2.72,-3.34,-3.00,
2.873,-0.37,0.54,0.13,2.79,-3.31,-3.08,
2.873,-0.45,0.54,0.04,2.79,-3.31,-3.08,
2.873,-0.54,0.55,-0.04,2.79,-3.31,-3.08,
2.874,-0.54,0.55,-0.04,2.83,-3.24,-3.14,
2.896,-0.65,0.56,-0.12,2.83,-3.24,-3.14,
2.897,-0.65,0.56,-0.12,2.85,-3.11,-3.17,
2.897,-0.76,0.57,-0.19,2.85,-3.11,-3.17,
2.897,-0.76,0.57,-0.19,2.84,-2.95,-3.17,
2.897,-0.87,0.58,-0.26,2.84,-2.95,-3.17,
2.897,-0.87,0.58,-0.26,2.81,-2.76,-3.14,
2.898,-0.97,0.59,-0.32,2.81,-2.76,-3.14,
2.898,-0.97,0.59,-0.32,2.77,-2.55,-3.08,
2.898,-1.05,0.59,-0.38,2.77,-2.55,-3.08,
2.898,-1.05,0.59,-0.38,2.70,-2.34,-3.01,
2.898,-1.11,0.59,-0.45,2.70,-2.34,-3.01,
2.898,-1.11,0.59,-0.45,2.62,-2.13,-2.92,
2.899,-1.11,0.59,-0.45,2.54,-1.94,-2.81,
2.899,-1.16,0.60,-0.52,2.54,-1.94,-2.81,
2.899,-1.18,0.60,-0.59,2.54,-1.94,-2.81,
2.899,-1.18,0.60,-0.59,2.43,-1.76,-2.70,
2.899,-1.18,0.60,-0.59,2.31,-1.60,-2.58,
2.899,-1.18,0.60,-0.65,2.31,-1.60,-2.58,
2.9,-1.18,0.60,-0.71,2.31,-1.60,-2.58,
2.9,-1.16,0.61,-0.75,2.31,-1.60,-2.58,
2.901,-1.16,0.61,-0.75,2.18,-1.46,-2.47,
2.901,-1.16,0.61,-0.75,2.05,-1.34,-2.36,
2.901,-1.14,0.61,-0.79,2.05,-1.34,-2.36,
2.901,-1.14,0.61,-0.79,1.90,-1.26,-2.26,
2.901,-1.11,0.61,-0.81,1.90,-1.26,-2.26,
2.901,-1.11,0.61,-0.81,1.76,-1.18,-2.17,
2.902,-1.09,0.60,-0.83,1.76,-1.18,-2.17,
2.902,-1.09,0.60,-0.83,1.60,-1.13,-2.09,
2.902,-1.06,0.60,-0.83,1.60,-1.13,-2.09,
2.902,-1.06,0.60,-0.83,1.46,-1.09,-2.02,
2.905,-1.06,0.60,-0.83,1.32,-1.06,-1.97,
2.906,-1.03,0.59,-0.82,1.32,-1.06,-1.97,
2.906,-1.01,0.58,-0.81,1.32,-1.06,-1.97,
2.906,-1.01,0.58,-0.81,1.18,-1.03,-1.92,
2.911,-0.99,0.56,-0.79,1.18,-1.03,-1.92,
2.911,-0.96,0.55,-0.75,1.18,-1.03,-1.92,
2.912,-0.96,0.55,-0.75,1.05,-1.02,-1.88,
2.912,-0.96,0.55,-0.75,0.93,-1.01,-1.85,
2.912,-0.96,0.55,-0.75,0.83,-1.01,-1.83,
2.912,-0.93,0.54,-0.70,0.83,-1.01,-1.83,
2.912,-0.90,0.53,-0.65,0.83,-1.01,-1.83,
2.912,-0.90,0.53,-0.65,0.73,-1.01,-1.81,
2.917,-0.87,0.52,-0.59,0.73,-1.01,-1.81,
2.917,-0.87,0.52,-0.59,0.66,-1.04,-1.80,
2.917,-0.84,0.50,-0.53,0.66,-1.04,-1.80,
2.917,-0.84,0.50,-0.53,0.59,-1.07,-1.79,
2.919,-0.82,0.49,-0.47,0.59,-1.07,-1.79,
2.919,-0.82,0.49,-0.47,0.53,-1.11,-1.80,
2.922,-0.79,0.47,-0.40,0.53,-1.11,-1.80,
2.922,-0.79,0.47,-0.40,0.49,-1.14,-1.81,
2.922,-0.78,0.46,-0.34,0.49,-1.14,-1.81,
2.922,-0.78,0.46,-0.34,0.46,-1.18,-1.83,
2.925,-0.76,0.44,-0.28,0.46,-1.18,-1.83,
2.925,-0.76,0.44,-0.28,0.46,-1.22,-1.84,
2.927,-0.76,0.44,-0.28,0.46,-1.25,-1.87,
2.927,-0.75,0.42,-0.22,0.46,-1.25,-1.87,
2.929,-0.74,0.40,-0.16,0.46,-1.25,-1.87,
2.93,-0.74,0.40,-0.16,0.47,-1.27,-1.90,
2.931,-0.74,0.39,-0.11,0.47,-1.27,-1.90,
2.932,-0.74,0.39,-0.11,0.50,-1.29,-1.93,
2.936,-0.74,0.39,-0.11,0.53,-1.32,-1.97,
2.936,-0.74,0.37,-0.06,0.53,-1.32,-1.97,
2.936,-0.75,0.36,-0.00,0.53,-1.32,-1.97,
2.936,-0.75,0.36,-0.00,0.58,-1.32,-1.99,
2.936,-0.76,0.35,0.05,0.58,-1.32,-1.99,
2.936,-0.76,0.35,0.05,0.65,-1.31,-2.02,
2.94,-0.77,0.34,0.12,0.65,-1.31,-2.02,
2.94,-0.77,0.34,0.12,0.73,-1.30,-2.05,
2.94,-0.77,0.34,0.12,0.82,-1.27,-2.08,
2.941,-0.79,0.34,0.21,0.82,-1.27,-2.08,
2.944,-0.79,0.33,0.28,0.82,-1.27,-2.08,
2.945,-0.79,0.33,0.28,0.94,-1.25,-2.10,
2.945,-0.78,0.33,0.34,0.94,-1.25,-2.10,
2.946,-0.78,0.33,0.34,1.06,-1.24,-2.12,
2.949,-0.76,0.32,0.36,1.06,-1.24,-2.12,
2.949,-0.76,0.32,0.36,1.19,-1.27,-2.16,
2.951,-0.74,0.31,0.37,1.19,-1.27,-2.16,
2.951,-0.74,0.31,0.37,1.31,-1.34,-2.19,
2.957,-0.72,0.30,0.36,1.31,-1.34,-2.19,
2.957,-0.69,0.28,0.35,1.31,-1.34,-2.19,
2.957,-0.69,0.28,0.35,1.43,-1.42,-2.23,
2.958,-0.69,0.28,0.35,1.55,-1.52,-2.27,
2.958,-0.67,0.27,0.35,1.55,-1.52,-2.27,
2.958,-0.67,0.27,0.35,1.69,-1.60,-2.33,
2.958,-0.65,0.25,0.35,1.69,-1.60,-2.33,
2.958,-0.65,0.25,0.35,1.83,-1.69,-2.38,
2.961,-0.65,0.25,0.35,1.96,-1.76,-2.45,
2.961,-0.64,0.23,0.35,1.96,-1.76,-2.45,
2.961,-0.62,0.22,0.35,1.96,-1.76,-2.45,
2.962,-0.62,0.22,0.35,2.10,-1.82,-2.52,
2.964,-0.62,0.21,0.35,2.10,-1.82,-2.52,
2.964,-0.62,0.21,0.35,2.23,-1.90,-2.59,
2.971,-0.63,0.19,0.35,2.23,-1.90,-2.59,
2.971,-0.63,0.19,0.35,2.37,-2.00,-2.66,
2.972,-0.64,0.18,0.34,2.37,-2.00,-2.66,
2.972,-0.65,0.18,0.31,2.37,-2.00,-2.66,
2.973,-0.65,0.18,0.31,2.50,-2.11,-2.74,
2.973,-0.65,0.18,0.31,2.61,-2.23,-2.81,
2.973,-0.65,0.18,0.31,2.70,-2.36,-2.88,
2.974,-0.68,0.16,0.27,2.70,-2.36,-2.88,
2.999,-0.71,0.16,0.20,2.70,-2.36,-2.88,
2.999,-0.71,0.16,0.20,2.78,-2.47,-2.95,
3.0,-0.74,0.15,0.11,2.78,-2.47,-2.95,
3.0,-0.74,0.15,0.11,2.84,-2.55,-3.00,
3.0,-0.74,0.15,0.11,2.88,-2.60,-3.05,
3.0,-0.78,0.15,0.03,2.88,-2.60,-3.05,
3.0,-0.78,0.15,0.03,2.90,-2.63,-3.08,
3.0,-0.83,0.16,-0.05,2.90,-2.63,-3.08,
3.0,-0.83,0.16,-0.05,2.89,-2.63,-3.10,
3.0,-0.87,0.17,-0.13,2.89,-2.63,-3.10,
3.001,-0.91,0.18,-0.22,2.89,-2.63,-3.10,
3.001,-0.94,0.18,-0.30,2.89,-2.63,-3.10,
3.001,-0.94,0.18,-0.30,2.87,-2.62,-3.11,
3.001,-0.98,0.19,-0.38,2.87,-2.62,-3.11,
3.001,-0.98,0.19,-0.38,2.83,-2.59,-3.11,
3.001,-0.98,0.19,-0.38,2.76,-2.54,-3.09,
3.001,-1.01,0.20,-0.44,2.76,-2.54,-3.09,
3.001,-1.01,0.20,-0.44,2.68,-2.46,-3.06,
3.002,-1.04,0.20,-0.50,2.68,-2.46,-3.06,
3.002,-1.04,0.20,-0.50,2.58,-2.36,-3.02,
3.002,-1.06,0.21,-0.54,2.58,-2.36,-3.02,
3.002,-1.06,0.21,-0.54,2.47,-2.25,-2.97,
3.002,-1.09,0.22,-0.58,2.47,-2.25,-2.97,
3.002,-1.11,0.22,-0.61,2.47,-2.25,-2.97,
3.002,-1.11,0.22,-0.61,2.35,-2.14,-2.91,
3.002,-1.11,0.22,-0.61,2.22,-2.02,-2.85,
3.002,-1.11,0.22,-0.61,2.08,-1.90,-2.77,
3.003,-1.12,0.23,-0.62,2.08,-1.90,-2.77,
3.003,-1.14,0.24,-0.64,2.08,-1.90,-2.77,
3.003,-1.14,0.24,-0.64,1.95,-1.78,-2.70,
3.007,-1.14,0.24,-0.66,1.95,-1.78,-2.70,
3.007,-1.14,0.24,-0.66,1.80,-1.66,-2.63,
3.008,-1.15,0.25,-0.65,1.80,-1.66,-2.63,
3.008,-1.15,0.25,-0.65,1.80,-1.66,-2.63,
3.008,-1.15,0.25,-0.65,1.66,-1.54,-2.55,
3.009,-1.15,0.25,-0.65,1.52,-1.44,-2.47,
3.009,-1.15,0.25,-0.63,1.52,-1.44,-2.47,
3.009,-1.15,0.25,-0.63,1.39,-1.33,-2.39,
3.016,-1.15,0.25,-0.61,1.39,-1.33,-2.39,
3.016,-1.15,0.25,-0.61,1.27,-1.23,-2.32,
3.016,-1.14,0.24,-0.58,1.27,-1.23,-2.32,
3.016,-1.12,0.24,-0.55,1.27,-1.23,-2.32,
3.016,-1.12,0.24,-0.55,1.15,-1.15,-2.25,
3.017,-1.12,0.24,-0.55,1.03,-1.06,-2.18,
3.018,-1.10,0.23,-0.51,1.03,-1.06,-2.18,
3.018,-1.10,0.23,-0.51,0.93,-1.00,-2.12,
3.03,-1.08,0.22,-0.48,0.93,-1.00,-2.12,
3.032,-1.06,0.21,-0.43,0.93,-1.00,-2.12,
3.032,-1.04,0.20,-0.39,0.93,-1.00,-2.12,
3.032,-1.04,0.20,-0.39,0.85,-0.93,-2.06,
3.032,-1.04,0.20,-0.39,0.77,-0.88,-2.01,
3.032,-1.04,0.20,-0.39,0.71,-0.83,-1.97,
3.033,-1.02,0.18,-0.34,0.71,-0.83,-1.97,
3.033,-1.02,0.18,-0.34,0.66,-0.79,-1.93,
3.033,-0.99,0.17,-0.29,0.66,-0.79,-1.93,
3.033,-0.99,0.17,-0.29,0.61,-0.76,-1.90,
3.033,-0.97,0.16,-0.23,0.61,-0.76,-1.90,
3.033,-0.97,0.16,-0.23,0.58,-0.72,-1.89,
3.034,-0.95,0.14,-0.17,0.58,-0.72,-1.89,
3.034,-0.95,0.14,-0.17,0.57,-0.70,-1.87,
3.037,-0.93,0.13,-0.12,0.57,-0.70,-1.87,
3.037,-0.93,0.13,-0.12,0.57,-0.67,-1.86,
3.037,-0.93,0.13,-0.12,0.58,-0.64,-1.86,
3.037,-0.92,0.12,-0.06,0.58,-0.64,-1.86,
3.038,-0.90,0.10,-0.00,0.58,-0.64,-1.86,
3.038,-0.90,0.10,-0.00,0.59,-0.62,-1.86,
3.04,-0.90,0.09,0.05,0.59,-0.62,-1.86,
3.04,-0.90,0.09,0.05,0.63,-0.61,-1.87,
3.044,-0.89,0.08,0.08,0.63,-0.61,-1.87,
3.045,-0.89,0.08,0.08,0.68,-0.60,-1.87,
3.045,-0.88,0.06,0.12,0.68,-0.60,-1.87,
3.045,-0.88,0.06,0.12,0.73,-0.61,-1.88,
3.046,-0.87,0.05,0.14,0.73,-0.61,-1.88,
3.046,-0.87,0.05,0.14,0.79,-0.62,-1.90,
3.048,-0.87,0.05,0.14,0.86,-0.65,-1.91,
3.048,-0.85,0.03,0.16,0.86,-0.65,-1.91,
3.054,-0.84,0.02,0.16,0.86,-0.65,-1.91,
3.054,-0.81,0.00,0.17,0.86,-0.65,-1.91,
3.055,-0.81,0.00,0.17,0.92,-0.69,-1.93,
3.055,-0.81,0.00,0.17,0.98,-0.75,-1.96,
3.055,-0.79,-0.01,0.16,0.98,-0.75,-1.96,
3.055,-0.79,-0.01,0.16,1.05,-0.80,-1.99,
3.056,-0.76,-0.03,0.16,1.05,-0.80,-1.99,
3.056,-0.76,-0.03,0.16,1.11,-0.87,-2.02,
3.058,-0.74,-0.05,0.15,1.11,-0.87,-2.02,
3.058,-0.74,-0.05,0.15,1.17,-0.95,-2.07,
3.061,-0.72,-0.06,0.15,1.17,-0.95,-2.07,
3.061,-0.72,-0.06,0.15,1.23,-1.03,-2.11,
3.062,-0.70,-0.08,0.15,1.23,-1.03,-2.11,
3.062,-0.70,-0.08,0.15,1.28,-1.12,-2.17,
3.068,-0.69,-0.09,0.14,1.28,-1.12,-2.17,
3.069,-0.69,-0.09,0.14,1.33,-1.22,-2.23,
3.069,-0.67,-0.10,0.14,1.33,-1.22,-2.23,
3.069,-0.66,-0.11,0.13,1.33,-1.22,-2.23,
3.07,-0.66,-0.11,0.13,1.39,-1.32,-2.29,
3.07,-0.66,-0.11,0.13,1.43,-1.43,-2.36,
3.071,-0.66,-0.11,0.13,1.47,-1.54,-2.44,
3.071,-0.64,-0.12,0.11,1.47,-1.54,-2.44,
3.071,-0.62,-0.12,0.10,1.47,-1.54,-2.44,
3.071,-0.62,-0.12,0.10,1.51,-1.64,-2.52,
3.09,-0.61,-0.13,0.08,1.51,-1.64,-2.52,
3.091,-0.61,-0.13,0.08,1.55,-1.74,-2.60,
3.091,-0.60,-0.14,0.06,1.55,-1.74,-2.60,
3.091,-0.60,-0.14,0.06,1.57,-1.83,-2.69,
3.091,-0.59,-0.14,0.05,1.57,-1.83,-2.69,
3.091,-0.59,-0.14,0.05,1.59,-1.92,-2.78,
3.092,-0.59,-0.14,0.05,1.59,-1.92,-2.78,
3.092,-0.59,-0.14,0.05,1.62,-2.01,-2.87,
3.092,-0.59,-0.14,0.05,1.62,-2.01,-2.87,
3.092,-0.59,-0.14,0.05,1.64,-2.11,-2.96,
3.092,-0.59,-0.14,0.05,1.65,-2.20,-3.05,
3.092,-0.60,-0.14,0.07,1.65,-2.20,-3.05,
3.093,-0.62,-0.13,0.08,1.65,-2.20,-3.05,
3.093,-0.62,-0.13,0.08,1.68,-2.30,-3.14,
3.093,-0.64,-0.13,0.09,1.68,-2.30,-3.14,
3.093,-0.64,-0.13,0.09,1.70,-2.40,-3.22,
3.093,-0.66,-0.13,0.10,1.70,-2.40,-3.22,
3.093,-0.66,-0.13,0.10,1.72,-2.50,-3.29,
3.094,-0.68,-0.13,0.10,1.72,-2.50,-3.29,
3.094,-0.68,-0.13,0.10,1.74,-2.60,-3.36,
3.097,-0.70,-0.13,0.10,1.74,-2.60,-3.36,
3.098,-0.70,-0.13,0.10,1.77,-2.68,-3.41,
3.099,-0.72,-0.13,0.09,1.77,-2.68,-3.41,
3.099,-0.75,-0.14,0.07,1.77,-2.68,-3.41,
3.099,-0.75,-0.14,0.07,1.79,-2.75,-3.46,
3.1,-0.75,-0.14,0.07,1.81,-2.81,-3.50,
3.1,-0.75,-0.14,0.07,1.81,-2.86,-3.54,
3.1,-0.77,-0.15,0.07,1.81,-2.86,-3.54,
3.101,-0.79,-0.16,0.07,1.81,-2.86,-3.54,
3.101,-0.79,-0.16,0.07,1.81,-2.90,-3.57,
3.103,-0.81,-0.17,0.06,1.81,-2.90,-3.57,
3.103,-0.81,-0.17,0.06,1.81,-2.92,-3.58,
3.105,-0.84,-0.18,0.06,1.81,-2.92,-3.58,
3.105,-0.84,-0.18,0.06,1.81,-2.92,-3.60,
3.107,-0.87,-0.20,0.06,1.81,-2.92,-3.60,
3.107,-0.87,-0.20,0.06,1.79,-2.90,-3.61,
3.121,-0.90,-0.21,0.06,1.79,-2.90,-3.61,
3.122,-0.94,-0.22,0.05,1.79,-2.90,-3.61,
3.122,-0.94,-0.22,0.05,1.78,-2.85,-3.61,
3.122,-0.94,-0.22,0.05,1.76,-2.77,-3.60,
3.122,-0.99,-0.23,0.03,1.76,-2.77,-3.60,
3.123,-0.99,-0.23,0.03,1.73,-2.67,-3.59,
3.123,-0.99,-0.23,0.03,1.69,-2.56,-3.56,
3.123,-1.03,-0.24,0.02,1.69,-2.56,-3.56,
3.123,-1.07,-0.24,0.01,1.69,-2.56,-3.56,
3.123,-1.10,-0.24,-0.00,1.69,-2.56,-3.56,
3.124,-1.10,-0.24,-0.00,1.64,-2.43,-3.52,
3.124,-1.10,-0.24,-0.00,1.59,-2.30,-3.47,
3.125,-1.13,-0.24,-0.00,1.59,-2.30,-3.47,
3.126,-1.13,-0.24,-0.00,1.53,-2.16,-3.41,
3.126,-1.14,-0.24,-0.01,1.53,-2.16,-3.41,
3.126,-1.14,-0.24,-0.01,1.48,-2.02,-3.34,
3.126,-1.15,-0.24,0.00,1.48,-2.02,-3.34,
3.127,-1.15,-0.24,0.00,1.42,-1.88,-3.26,
3.138,-1.16,-0.24,0.02,1.42,-1.88,-3.26,
3.138,-1.16,-0.24,0.02,1.36,-1.75,-3.18,
3.138,-1.16,-0.25,0.02,1.36,-1.75,-3.18,
3.139,-1.16,-0.25,0.02,1.32,-1.62,-3.10,
3.139,-1.16,-0.26,0.03,1.32,-1.62,-3.10,
3.139,-1.16,-0.26,0.03,1.27,-1.50,-3.01,
3.139,-1.16,-0.26,0.03,1.27,-1.50,-3.01,
3.139,-1.16,-0.28,0.03,1.27,-1.50,-3.01,
3.139,-1.16,-0.28,0.03,1.23,-1.38,-2.93,
3.139,-1.16,-0.28,0.03,1.19,-1.27,-2.84,
3.139,-1.16,-0.28,0.03,1.14,-1.15,-2.76,
3.139,-1.15,-0.29,0.03,1.14,-1.15,-2.76,
3.14,-1.14,-0.30,0.03,1.14,-1.15,-2.76,
3.14,-1.14,-0.30,0.03,1.09,-1.04,-2.68,
3.145,-1.13,-0.31,0.03,1.09,-1.04,-2.68,
3.146,-1.13,-0.31,0.03,1.04,-0.92,-2.59,
3.146,-1.12,-0.32,0.02,1.04,-0.92,-2.59,
3.146,-1.11,-0.33,0.03,1.04,-0.92,-2.59,
3.147,-1.11,-0.33,0.03,0.98,-0.81,-2.51,
3.147,-1.11,-0.33,0.03,0.94,-0.70,-2.43,
3.147,-1.11,-0.33,0.03,0.89,-0.59,-2.36,
3.148,-1.11,-0.33,0.03,0.89,-0.59,-2.36,
3.15,-1.10,-0.34,0.02,0.89,-0.59,-2.36,
3.151,-1.10,-0.34,0.02,0.84,-0.48,-2.29,
3.151,-1.09,-0.34,0.03,0.84,-0.48,-2.29,
3.151,-1.09,-0.34,0.03,0.81,-0.38,-2.22,
3.153,-1.07,-0.33,0.03,0.81,-0.38,-2.22,
3.154,-1.07,-0.33,0.03,0.76,-0.29,-2.15,
3.156,-1.07,-0.33,0.03,0.72,-0.22,-2.09,
3.156,-1.06,-0.33,0.03,0.72,-0.22,-2.09,
3.157,-1.03,-0.33,0.03,0.72,-0.22,-2.09,
3.157,-1.03,-0.33,0.03,0.69,-0.17,-2.04,
3.159,-1.01,-0.33,0.04,0.69,-0.17,-2.04,
3.16,-1.01,-0.33,0.04,0.65,-0.13,-1.99,
3.163,-0.99,-0.34,0.04,0.65,-0.13,-1.99,
3.163,-0.99,-0.34,0.04,0.62,-0.11,-1.95,
3.164,-0.98,-0.35,0.04,0.62,-0.11,-1.95,
3.165,-0.98,-0.35,0.04,0.59,-0.11,-1.91,
3.168,-0.98,-0.35,0.04,0.55,-0.13,-1.87,
3.168,-0.97,-0.36,0.03,0.55,-0.13,-1.87,
3.168,-0.96,-0.38,0.03,0.55,-0.13,-1.87,
3.168,-0.96,-0.38,0.03,0.52,-0.16,-1.83,
3.17,-0.95,-0.40,0.02,0.52,-0.16,-1.83,
3.17,-0.95,-0.40,0.02,0.50,-0.21,-1.80,
3.172,-0.96,-0.43,0.01,0.50,-0.21,-1.80,
3.172,-0.96,-0.43,0.01,0.47,-0.27,-1.76,
3.182,-0.96,-0.46,0.02,0.47,-0.27,-1.76,
3.182,-0.96,-0.46,0.02,0.44,-0.36,-1.72,
3.182,-0.90,-0.44,0.01,0.44,-0.36,-1.72,
3.182,-0.90,-0.44,0.01,0.42,-0.46,-1.70,
3.182,-0.83,-0.41,0.01,0.42,-0.46,-1.70,
3.185,-0.77,-0.38,0.02,0.42,-0.46,-1.70,
3.185,-0.77,-0.38,0.02,0.40,-0.51,-1.68,
3.185,-0.77,-0.38,0.02,0.37,-0.55,-1.69,
3.185,-0.73,-0.35,0.03,0.37,-0.55,-1.69,
3.186,-0.73,-0.35,0.03,0.35,-0.57,-1.71,
3.186,-0.70,-0.32,0.05,0.35,-0.57,-1.71,
3.186,-0.70,-0.32,0.05,0.33,-0.59,-1.75,
3.186,-0.70,-0.31,0.09,0.33,-0.59,-1.75,
3.187,-0.70,-0.31,0.09,0.31,-0.60,-1.79,
3.188,-0.72,-0.31,0.11,0.31,-0.60,-1.79,
3.189,-0.72,-0.31,0.11,0.31,-0.60,-1.84,
3.19,-0.75,-0.33,0.13,0.31,-0.60,-1.84,
3.19,-0.75,-0.33,0.13,0.31,-0.60,-1.89,
3.204,-0.77,-0.35,0.13,0.31,-0.60,-1.89,
3.204,-0.77,-0.35,0.13,0.31,-0.60,-1.93,
3.204,-0.79,-0.38,0.14,0.31,-0.60,-1.93,
3.204,-0.80,-0.40,0.16,0.31,-0.60,-1.93,
3.205,-0.80,-0.40,0.16,0.32,-0.59,-1.97,
3.205,-0.80,-0.40,0.16,0.34,-0.59,-2.01,
3.205,-0.80,-0.43,0.18,0.34,-0.59,-2.01,
3.205,-0.80,-0.43,0.18,0.36,-0.60,-2.04,
3.205,-0.81,-0.46,0.20,0.36,-0.60,-2.04,
3.205,-0.81,-0.46,0.20,0.38,-0.62,-2.06,
3.205,-0.81,-0.47,0.23,0.38,-0.62,-2.06,
3.205,-0.81,-0.47,0.23,0.41,-0.65,-2.09,
3.207,-0.81,-0.49,0.26,0.41,-0.65,-2.09,
3.207,-0.80,-0.50,0.30,0.41,-0.65,-2.09,
3.207,-0.80,-0.50,0.30,0.45,-0.70,-2.11,
3.209,-0.80,-0.50,0.30,0.50,-0.77,-2.13,
3.211,-0.80,-0.51,0.33,0.50,-0.77,-2.13,
3.211,-0.80,-0.51,0.33,0.55,-0.86,-2.15,
3.212,-0.79,-0.52,0.36,0.55,-0.86,-2.15,
3.212,-0.79,-0.52,0.36,0.62,-0.95,-2.16,
3.213,-0.79,-0.53,0.38,0.62,-0.95,-2.16,
3.213,-0.79,-0.53,0.38,0.69,-1.04,-2.18,
3.217,-0.78,-0.53,0.39,0.69,-1.04,-2.18,
3.217,-0.78,-0.53,0.39,0.77,-1.14,-2.19,
3.219,-0.78,-0.53,0.39,0.77,-1.14,-2.19,
3.219,-0.78,-0.53,0.39,0.77,-1.14,-2.19,
3.22,-0.78,-0.53,0.39,0.85,-1.23,-2.21,
3.221,-0.78,-0.53,0.39,0.94,-1.32,-2.23,
3.222,-0.78,-0.53,0.39,1.03,-1.40,-2.24,
3.222,-0.78,-0.53,0.39,1.03,-1.40,-2.24,
3.223,-0.77,-0.53,0.39,1.03,-1.40,-2.24,
3.223,-0.77,-0.53,0.39,1.11,-1.48,-2.26,
3.225,-0.77,-0.53,0.37,1.11,-1.48,-2.26,
3.226,-0.77,-0.53,0.37,1.18,-1.55,-2.27,
3.227,-0.76,-0.53,0.35,1.18,-1.55,-2.27,
3.227,-0.76,-0.53,0.35,1.25,-1.62,-2.29,
3.232,-0.76,-0.53,0.32,1.25,-1.62,-2.29,
3.233,-0.76,-0.53,0.32,1.32,-1.68,-2.31,
3.234,-0.75,-0.53,0.31,1.32,-1.68,-2.31,
3.234,-0.75,-0.54,0.29,1.32,-1.68,-2.31,
3.236,-0.75,-0.54,0.29,1.38,-1.74,-2.33,
3.236,-0.75,-0.54,0.29,1.44,-1.79,-2.36,
3.236,-0.75,-0.54,0.29,1.48,-1.84,-2.39,
3.236,-0.75,-0.54,0.29,1.52,-1.88,-2.42,
3.238,-0.75,-0.53,0.26,1.52,-1.88,-2.42,
3.238,-0.74,-0.53,0.24,1.52,-1.88,-2.42,
3.238,-0.75,-0.53,0.21,1.52,-1.88,-2.42,
3.24,-0.75,-0.53,0.21,1.55,-1.92,-2.44,
3.241,-0.76,-0.53,0.18,1.55,-1.92,-2.44,
3.241,-0.76,-0.53,0.18,1.58,-1.95,-2.47,
3.243,-0.78,-0.53,0.15,1.58,-1.95,-2.47,
3.243,-0.78,-0.53,0.15,1.58,-1.98,-2.49,
3.248,-0.81,-0.52,0.12,1.58,-1.98,-2.49,
3.248,-0.81,-0.52,0.12,1.59,-1.99,-2.51,
3.248,-0.85,-0.51,0.09,1.59,-1.99,-2.51,
3.248,-0.85,-0.51,0.09,1.58,-1.98,-2.51,
3.251,-0.89,-0.51,0.08,1.58,-1.98,-2.51,
3.251,-0.89,-0.51,0.08,1.56,-1.95,-2.51,
3.252,-0.91,-0.50,0.06,1.56,-1.95,-2.51,
3.252,-0.91,-0.50,0.06,1.53,-1.92,-2.50,
3.253,-0.92,-0.50,0.06,1.53,-1.92,-2.50,
3.254,-0.92,-0.50,0.06,1.50,-1.88,-2.48,
3.256,-0.93,-0.50,0.05,1.50,-1.88,-2.48,
3.256,-0.93,-0.50,0.05,1.46,-1.84,-2.45,
3.258,-0.93,-0.50,0.05,1.46,-1.84,-2.45,
3.258,-0.93,-0.50,0.05,1.42,-1.80,-2.43,
3.26,-0.92,-0.51,0.06,1.42,-1.80,-2.43,
3.26,-0.92,-0.51,0.06,1.38,-1.76,-2.40,
3.265,-0.91,-0.51,0.06,1.38,-1.76,-2.40,
3.265,-0.91,-0.51,0.06,1.34,-1.72,-2.36,
3.265,-0.91,-0.51,0.06,1.34,-1.72,-2.36,
3.267,-0.91,-0.52,0.07,1.34,-1.72,-2.36,
3.267,-0.91,-0.52,0.07,1.30,-1.67,-2.33,
3.267,-0.91,-0.52,0.07,1.25,-1.61,-2.29,
3.268,-0.91,-0.52,0.07,1.20,-1.55,-2.25,
3.269,-0.91,-0.52,0.08,1.20,-1.55,-2.25,
3.27,-0.92,-0.52,0.09,1.20,-1.55,-2.25,
3.27,-0.92,-0.52,0.09,1.17,-1.47,-2.21,
3.27,-0.92,-0.52,0.09,1.17,-1.47,-2.21,
3.271,-0.92,-0.52,0.09,1.11,-1.39,-2.16,
3.273,-0.91,-0.51,0.10,1.11,-1.39,-2.16,
3.273,-0.91,-0.51,0.10,1.07,-1.30,-2.12,
3.291,-0.91,-0.51,0.10,1.07,-1.30,-2.12,
3.291,-0.91,-0.51,0.10,1.04,-1.22,-2.06,
3.291,-0.90,-0.52,0.11,1.04,-1.22,-2.06,
3.291,-0.90,-0.52,0.11,1.00,-1.12,-2.02,
3.291,-0.90,-0.52,0.11,0.96,-1.03,-1.97,
3.291,-0.89,-0.52,0.11,0.96,-1.03,-1.97,
3.292,-0.88,-0.52,0.11,0.96,-1.03,-1.97,
3.292,-0.88,-0.52,0.11,0.92,-0.94,-1.92,
3.292,-0.88,-0.53,0.12,0.92,-0.94,-1.92,
3.292,-0.88,-0.53,0.12,0.89,-0.85,-1.88,
3.292,-0.87,-0.53,0.12,0.89,-0.85,-1.88,
3.292,-0.87,-0.53,0.12,0.85,-0.77,-1.83,
3.292,-0.86,-0.53,0.12,0.85,-0.77,-1.83,
