
time,gFx,gFy,gFz,wx,wy,wz,
2.067,0.18,0.99,-0.28,0.11,-0.43,-0.02,
2.068,0.18,0.99,-0.28,0.11,-0.41,-0.01,
2.068,0.18,0.98,-0.28,0.11,-0.41,-0.01,
2.068,0.18,0.98,-0.28,0.09,-0.40,-0.01,
2.07,0.18,0.98,-0.28,0.09,-0.40,-0.01,
2.07,0.18,0.98,-0.28,0.09,-0.37,-0.00,
2.073,0.18,0.98,-0.26,0.09,-0.37,-0.00,
2.073,0.18,0.98,-0.26,0.09,-0.33,0.00,
2.075,0.18,0.98,-0.26,0.10,-0.31,-0.00,
2.075,0.18,0.99,-0.26,0.10,-0.31,-0.00,
2.081,0.18,0.99,-0.26,0.10,-0.31,-0.00,
2.081,0.18,0.99,-0.26,0.10,-0.28,-0.00,
2.087,0.18,0.99,-0.25,0.10,-0.28,-0.00,
2.088,0.19,0.99,-0.26,0.10,-0.28,-0.00,
2.088,0.21,0.98,-0.25,0.10,-0.28,-0.00,
2.088,0.21,0.98,-0.25,0.10,-0.26,0.00,
2.088,0.21,0.98,-0.25,0.10,-0.25,0.00,
2.088,0.21,0.98,-0.25,0.10,-0.24,0.00,
2.089,0.23,0.98,-0.25,0.10,-0.24,0.00,
2.089,0.23,0.98,-0.25,0.10,-0.22,0.00,
2.089,0.24,0.97,-0.24,0.10,-0.22,0.00,
2.089,0.24,0.97,-0.24,0.10,-0.21,-0.00,
2.108,0.25,0.97,-0.25,0.10,-0.21,-0.00,
2.108,0.25,0.97,-0.25,0.10,-0.19,-0.01,
2.108,0.25,0.97,-0.24,0.10,-0.19,-0.01,
2.109,0.25,0.97,-0.24,0.09,-0.17,-0.01,
2.109,0.25,0.97,-0.22,0.09,-0.17,-0.01,
2.109,0.25,0.97,-0.22,0.10,-0.16,-0.02,
2.109,0.25,0.97,-0.22,0.10,-0.16,-0.02,
2.109,0.25,0.97,-0.22,0.10,-0.14,-0.03,
2.109,0.24,0.97,-0.21,0.10,-0.14,-0.03,
2.11,0.24,0.97,-0.21,0.10,-0.13,-0.04,
2.11,0.24,0.97,-0.21,0.10,-0.13,-0.04,
2.11,0.24,0.97,-0.20,0.10,-0.13,-0.04,
2.11,0.24,0.97,-0.20,0.11,-0.12,-0.04,
2.11,0.24,0.97,-0.20,0.11,-0.11,-0.04,
2.111,0.24,0.97,-0.20,0.13,-0.11,-0.05,
2.111,0.24,0.97,-0.20,0.13,-0.11,-0.05,
2.111,0.24,0.97,-0.20,0.13,-0.11,-0.05,
2.111,0.24,0.97,-0.19,0.13,-0.11,-0.05,
2.111,0.24,0.97,-0.20,0.13,-0.11,-0.05,
2.112,0.24,0.97,-0.20,0.14,-0.11,-0.05,
2.112,0.24,0.96,-0.20,0.14,-0.11,-0.05,
2.112,0.24,0.96,-0.20,0.14,-0.12,-0.05,
2.112,0.24,0.96,-0.21,0.14,-0.12,-0.05,
2.112,0.24,0.96,-0.21,0.15,-0.13,-0.05,
2.112,0.23,0.96,-0.21,0.15,-0.13,-0.05,
2.114,0.23,0.96,-0.21,0.15,-0.14,-0.05,
2.114,0.23,0.96,-0.22,0.15,-0.14,-0.05,
2.114,0.23,0.96,-0.22,0.15,-0.15,-0.05,
2.122,0.22,0.95,-0.22,0.15,-0.15,-0.05,
2.122,0.22,0.95,-0.22,0.15,-0.15,-0.04,
2.123,0.21,0.95,-0.24,0.15,-0.15,-0.04,
2.123,0.20,0.95,-0.25,0.15,-0.15,-0.04,
2.123,0.20,0.95,-0.24,0.15,-0.15,-0.04,
2.124,0.20,0.95,-0.24,0.14,-0.16,-0.04,
2.124,0.20,0.95,-0.24,0.13,-0.17,-0.04,
2.124,0.20,0.95,-0.24,0.12,-0.17,-0.03,
2.124,0.19,0.95,-0.22,0.12,-0.17,-0.03,
2.124,0.19,0.95,-0.22,0.12,-0.17,-0.03,
2.125,0.19,0.95,-0.22,0.11,-0.17,-0.02,
2.125,0.18,0.95,-0.21,0.11,-0.17,-0.02,
2.128,0.18,0.96,-0.21,0.11,-0.17,-0.02,
2.128,0.18,0.96,-0.21,0.10,-0.18,-0.02,
2.13,0.17,0.96,-0.21,0.10,-0.18,-0.02,
2.13,0.17,0.96,-0.21,0.10,-0.19,-0.02,
2.137,0.17,0.97,-0.19,0.10,-0.19,-0.02,
2.137,0.17,0.97,-0.19,0.10,-0.21,-0.01,
2.137,0.17,0.97,-0.19,0.09,-0.22,-0.00,
2.138,0.18,0.97,-0.19,0.09,-0.22,-0.00,
2.138,0.18,0.97,-0.19,0.10,-0.22,0.00,
2.138,0.19,0.97,-0.19,0.10,-0.22,0.00,
2.141,0.20,0.97,-0.21,0.10,-0.22,0.00,
2.141,0.20,0.97,-0.21,0.10,-0.23,0.00,
2.141,0.21,0.97,-0.23,0.10,-0.23,0.00,
2.142,0.21,0.97,-0.23,0.10,-0.23,0.01,
2.143,0.22,0.97,-0.24,0.10,-0.23,0.01,
2.143,0.22,0.97,-0.24,0.09,-0.22,0.01,
2.145,0.24,0.97,-0.25,0.09,-0.22,0.01,
2.145,0.24,0.97,-0.25,0.09,-0.20,0.02,
2.147,0.24,0.97,-0.26,0.09,-0.20,0.02,
2.147,0.24,0.97,-0.26,0.09,-0.18,0.01,
2.152,0.24,0.97,-0.27,0.09,-0.18,0.01,
2.153,0.24,0.97,-0.27,0.08,-0.16,0.01,
2.155,0.24,0.96,-0.28,0.08,-0.16,0.01,
2.155,0.24,0.96,-0.28,0.07,-0.15,0.00,
2.155,0.24,0.96,-0.28,0.07,-0.15,0.00,
2.156,0.24,0.96,-0.29,0.07,-0.15,0.00,
2.156,0.24,0.96,-0.29,0.06,-0.13,0.00,
2.157,0.24,0.96,-0.29,0.05,-0.13,-0.00,
2.158,0.23,0.97,-0.29,0.05,-0.13,-0.00,
2.158,0.23,0.97,-0.29,0.04,-0.13,-0.00,
2.158,0.23,0.97,-0.30,0.04,-0.13,-0.00,
2.158,0.23,0.97,-0.30,0.02,-0.12,-0.00,
2.159,0.23,0.97,-0.31,0.02,-0.12,-0.00,
2.16,0.23,0.97,-0.31,-0.00,-0.12,-0.01,
2.166,0.23,0.98,-0.30,-0.00,-0.12,-0.01,
2.166,0.23,0.98,-0.30,-0.02,-0.13,-0.01,
2.167,0.22,0.98,-0.28,-0.02,-0.13,-0.01,
2.167,0.22,0.98,-0.28,-0.04,-0.13,-0.00,
2.171,0.22,0.98,-0.27,-0.04,-0.13,-0.00,
2.172,0.22,0.98,-0.27,-0.05,-0.15,-0.01,
2.172,0.22,0.98,-0.26,-0.05,-0.15,-0.01,
2.172,0.22,0.98,-0.26,-0.06,-0.16,-0.01,
2.172,0.22,0.98,-0.26,-0.06,-0.17,-0.01,
2.173,0.21,0.98,-0.25,-0.06,-0.17,-0.01,
2.173,0.21,0.98,-0.24,-0.06,-0.17,-0.01,
2.173,0.21,0.98,-0.24,-0.07,-0.17,-0.01,
2.176,0.20,0.98,-0.23,-0.07,-0.17,-0.01,
2.176,0.20,0.98,-0.23,-0.07,-0.18,-0.00,
2.177,0.20,0.98,-0.22,-0.07,-0.18,-0.00,
2.178,0.20,0.98,-0.22,-0.08,-0.18,0.00,
2.18,0.20,0.98,-0.22,-0.08,-0.18,0.00,
2.18,0.20,0.98,-0.22,-0.08,-0.18,0.00,
2.184,0.21,0.97,-0.22,-0.08,-0.18,0.00,
2.184,0.21,0.97,-0.22,-0.07,-0.18,0.01,
2.185,0.21,0.97,-0.22,-0.07,-0.18,0.01,
2.186,0.22,0.97,-0.22,-0.07,-0.18,0.01,
2.186,0.22,0.97,-0.22,-0.07,-0.18,0.01,
2.186,0.22,0.97,-0.22,-0.06,-0.17,0.01,
2.188,0.22,0.97,-0.22,-0.06,-0.17,0.01,
2.188,0.22,0.97,-0.22,-0.06,-0.16,0.01,
2.199,0.22,0.97,-0.22,-0.06,-0.15,0.02,
2.199,0.22,0.97,-0.22,-0.06,-0.15,0.02,
2.199,0.22,0.97,-0.22,-0.06,-0.15,0.02,
2.2,0.22,0.97,-0.22,-0.05,-0.14,0.02,
2.2,0.22,0.97,-0.23,-0.05,-0.14,0.02,
2.2,0.22,0.97,-0.23,-0.05,-0.13,0.02,
2.2,0.21,0.98,-0.23,-0.05,-0.13,0.02,
2.2,0.21,0.98,-0.23,-0.05,-0.12,0.02,
2.2,0.21,0.98,-0.23,-0.05,-0.12,0.02,
2.2,0.21,0.98,-0.23,-0.05,-0.11,0.03,
2.202,0.20,0.98,-0.23,-0.05,-0.11,0.03,
2.202,0.20,0.98,-0.23,-0.05,-0.10,0.03,
2.202,0.20,0.98,-0.24,-0.05,-0.10,0.03,
2.203,0.20,0.98,-0.24,-0.04,-0.09,0.04,
2.203,0.20,0.98,-0.24,-0.04,-0.09,0.04,
2.204,0.20,0.98,-0.24,-0.04,-0.08,0.05,
2.205,0.20,0.98,-0.24,-0.04,-0.08,0.05,
2.205,0.20,0.98,-0.24,-0.04,-0.07,0.05,
2.208,0.21,0.98,-0.25,-0.04,-0.07,0.05,
2.208,0.21,0.98,-0.25,-0.04,-0.06,0.05,
2.213,0.21,0.97,-0.24,-0.04,-0.06,0.05,
2.213,0.21,0.97,-0.25,-0.04,-0.06,0.05,
2.215,0.21,0.96,-0.24,-0.04,-0.06,0.05,
2.215,0.21,0.96,-0.24,-0.03,-0.06,0.05,
2.215,0.21,0.96,-0.24,-0.03,-0.06,0.05,
2.218,0.21,0.96,-0.24,-0.03,-0.06,0.05,
2.218,0.21,0.96,-0.24,-0.03,-0.06,0.06,
2.218,0.21,0.96,-0.24,-0.03,-0.06,0.06,
2.219,0.21,0.96,-0.24,-0.03,-0.06,0.06,
2.219,0.21,0.96,-0.24,-0.03,-0.06,0.06,
2.219,0.20,0.96,-0.23,-0.03,-0.06,0.06,
2.219,0.20,0.96,-0.23,-0.02,-0.07,0.07,
2.221,0.20,0.96,-0.23,-0.02,-0.07,0.07,
2.221,0.20,0.96,-0.23,-0.02,-0.07,0.07,
2.226,0.20,0.95,-0.23,-0.02,-0.07,0.07,
2.226,0.20,0.95,-0.23,-0.03,-0.07,0.08,
2.226,0.20,0.95,-0.23,-0.03,-0.07,0.09,
2.228,0.20,0.95,-0.23,-0.03,-0.07,0.09,
2.228,0.21,0.95,-0.22,-0.03,-0.07,0.09,
2.229,0.21,0.95,-0.22,-0.04,-0.08,0.09,
2.229,0.21,0.95,-0.23,-0.04,-0.08,0.09,
2.231,0.21,0.95,-0.23,-0.04,-0.08,0.10,
2.231,0.22,0.95,-0.23,-0.04,-0.08,0.10,
2.233,0.22,0.95,-0.23,-0.04,-0.08,0.11,
2.234,0.22,0.95,-0.23,-0.04,-0.08,0.11,
2.235,0.22,0.95,-0.23,-0.06,-0.07,0.10,
2.235,0.22,0.95,-0.23,-0.06,-0.07,0.10,
2.236,0.22,0.95,-0.23,-0.05,-0.06,0.12,
2.238,0.21,0.96,-0.23,-0.05,-0.06,0.12,
2.238,0.21,0.96,-0.23,-0.06,-0.06,0.12,
2.24,0.21,0.96,-0.24,-0.06,-0.06,0.12,
2.24,0.21,0.96,-0.24,-0.06,-0.04,0.12,
2.242,0.20,0.97,-0.25,-0.06,-0.04,0.12,
2.242,0.20,0.97,-0.25,-0.06,-0.03,0.13,
2.247,0.20,0.97,-0.25,-0.06,-0.03,0.13,
2.247,0.20,0.97,-0.25,-0.06,-0.02,0.14,
2.252,0.20,0.98,-0.25,-0.06,-0.02,0.14,
2.252,0.20,0.98,-0.24,-0.06,-0.02,0.14,
2.252,0.20,0.98,-0.24,-0.06,-0.01,0.15,
2.252,0.20,0.98,-0.24,-0.05,0.01,0.15,
2.253,0.20,0.98,-0.24,-0.04,0.02,0.16,
2.253,0.19,0.98,-0.23,-0.04,0.02,0.16,
2.253,0.19,0.98,-0.22,-0.04,0.02,0.16,
2.253,0.19,0.98,-0.22,-0.03,0.02,0.17,
2.253,0.19,0.98,-0.21,-0.03,0.02,0.17,
2.254,0.19,0.98,-0.21,-0.03,0.02,0.18,
2.255,0.20,0.97,-0.19,-0.03,0.02,0.18,
2.255,0.20,0.97,-0.19,-0.02,0.02,0.18,
2.256,0.20,0.97,-0.19,-0.02,0.02,0.18,
2.257,0.20,0.97,-0.19,0.01,0.01,0.18,
2.262,0.21,0.97,-0.19,0.01,0.01,0.18,
2.263,0.21,0.97,-0.19,0.01,0.01,0.18,
2.264,0.22,0.96,-0.18,0.01,0.01,0.18,
2.267,0.22,0.96,-0.18,0.01,0.01,0.18,
2.267,0.22,0.96,-0.18,0.02,-0.01,0.18,
2.267,0.22,0.96,-0.18,0.03,-0.02,0.18,
2.267,0.22,0.96,-0.18,0.05,-0.03,0.17,
2.268,0.22,0.96,-0.19,0.05,-0.03,0.17,
2.268,0.22,0.96,-0.20,0.05,-0.03,0.17,
2.269,0.22,0.96,-0.20,0.06,-0.04,0.16,
2.269,0.22,0.96,-0.19,0.06,-0.04,0.16,
2.269,0.22,0.96,-0.19,0.07,-0.06,0.16,
2.271,0.21,0.96,-0.19,0.07,-0.06,0.16,
2.271,0.21,0.96,-0.19,0.09,-0.07,0.15,
2.274,0.20,0.96,-0.19,0.09,-0.07,0.15,
2.274,0.20,0.96,-0.19,0.09,-0.09,0.15,
2.277,0.20,0.96,-0.20,0.09,-0.09,0.15,
2.278,0.20,0.96,-0.20,0.10,-0.11,0.15,
2.279,0.20,0.97,-0.20,0.10,-0.11,0.15,
2.279,0.20,0.97,-0.20,0.11,-0.14,0.14,
2.283,0.20,0.97,-0.20,0.11,-0.16,0.14,
2.283,0.20,0.97,-0.21,0.11,-0.16,0.14,
2.283,0.20,0.97,-0.23,0.11,-0.16,0.14,
2.283,0.20,0.97,-0.23,0.12,-0.18,0.14,
2.283,0.20,0.97,-0.25,0.12,-0.18,0.14,
2.283,0.20,0.97,-0.25,0.13,-0.19,0.14,
2.286,0.20,0.97,-0.26,0.13,-0.19,0.14,
2.287,0.20,0.97,-0.26,0.13,-0.21,0.13,
2.291,0.20,0.97,-0.27,0.13,-0.21,0.13,
2.292,0.20,0.97,-0.27,0.13,-0.21,0.13,
2.31,0.20,0.97,-0.27,0.12,-0.21,0.12,
2.31,0.20,0.97,-0.27,0.11,-0.21,0.11,
2.31,0.19,0.96,-0.28,0.11,-0.21,0.11,
2.311,0.19,0.96,-0.29,0.11,-0.21,0.11,
2.311,0.19,0.96,-0.30,0.11,-0.21,0.11,
2.311,0.19,0.96,-0.30,0.10,-0.21,0.11,
2.311,0.20,0.96,-0.31,0.10,-0.21,0.11,
2.311,0.20,0.96,-0.31,0.10,-0.21,0.10,
2.311,0.20,0.96,-0.32,0.10,-0.21,0.10,
2.312,0.20,0.96,-0.32,0.07,-0.20,0.10,
2.312,0.20,0.96,-0.33,0.07,-0.20,0.10,
2.312,0.20,0.96,-0.33,0.06,-0.19,0.09,
2.312,0.20,0.97,-0.34,0.06,-0.19,0.09,
2.312,0.20,0.97,-0.34,0.04,-0.17,0.08,
2.312,0.20,0.97,-0.33,0.04,-0.17,0.08,
2.312,0.20,0.98,-0.32,0.04,-0.17,0.08,
2.312,0.20,0.98,-0.32,0.01,-0.15,0.08,
2.312,0.20,0.98,-0.32,0.00,-0.14,0.07,
2.313,0.20,0.98,-0.32,-0.01,-0.13,0.07,
2.313,0.20,0.98,-0.32,-0.01,-0.13,0.07,
2.313,0.20,0.99,-0.32,-0.01,-0.13,0.07,
2.313,0.20,0.99,-0.32,-0.03,-0.12,0.07,
2.313,0.21,1.00,-0.32,-0.03,-0.12,0.07,
2.313,0.21,1.00,-0.32,-0.04,-0.11,0.06,
2.313,0.20,1.00,-0.32,-0.04,-0.11,0.06,
2.313,0.20,1.00,-0.32,-0.05,-0.09,0.07,
2.317,0.21,1.00,-0.32,-0.05,-0.09,0.07,
2.318,0.21,1.00,-0.32,-0.06,-0.08,0.06,
2.318,0.21,1.00,-0.32,-0.06,-0.08,0.06,
2.318,0.21,1.00,-0.32,-0.06,-0.06,0.06,
2.32,0.20,1.00,-0.32,-0.06,-0.06,0.06,
2.32,0.20,1.00,-0.32,-0.07,-0.04,0.07,
2.322,0.20,1.00,-0.32,-0.07,-0.04,0.07,
2.323,0.20,1.00,-0.32,-0.08,-0.03,0.06,
2.323,0.19,0.99,-0.31,-0.08,-0.03,0.06,
2.323,0.19,0.99,-0.31,-0.09,-0.02,0.06,
2.326,0.19,0.99,-0.31,-0.10,-0.01,0.07,
2.326,0.18,0.99,-0.30,-0.10,-0.01,0.07,
2.33,0.18,0.99,-0.31,-0.10,-0.01,0.07,
2.333,0.18,0.99,-0.31,-0.11,0.01,0.07,
2.333,0.18,0.99,-0.30,-0.11,0.01,0.07,
2.333,0.18,0.99,-0.30,-0.11,0.01,0.07,
2.333,0.18,0.99,-0.30,-0.12,0.01,0.08,
2.334,0.18,0.99,-0.30,-0.14,0.02,0.08,
2.334,0.19,0.99,-0.29,-0.14,0.02,0.08,
2.334,0.19,0.99,-0.29,-0.14,0.02,0.09,
2.335,0.20,0.99,-0.30,-0.14,0.02,0.09,
2.335,0.20,0.99,-0.30,-0.15,0.02,0.10,
2.336,0.22,0.98,-0.28,-0.15,0.02,0.10,
2.337,0.22,0.98,-0.28,-0.16,0.03,0.11,
2.339,0.23,0.98,-0.28,-0.16,0.03,0.11,
2.34,0.23,0.98,-0.28,-0.17,0.03,0.11,
2.344,0.24,0.98,-0.27,-0.17,0.03,0.11,
2.344,0.24,0.98,-0.27,-0.18,0.03,0.11,
2.344,0.25,0.98,-0.26,-0.18,0.03,0.11,
2.346,0.25,0.98,-0.26,-0.18,0.04,0.11,
2.346,0.26,0.98,-0.24,-0.18,0.04,0.11,
2.346,0.26,0.98,-0.24,-0.18,0.05,0.12,
2.348,0.27,0.98,-0.24,-0.18,0.05,0.12,
2.349,0.27,0.98,-0.24,-0.18,0.06,0.11,
2.35,0.27,0.98,-0.23,-0.18,0.06,0.11,
2.35,0.27,0.98,-0.23,-0.18,0.07,0.11,
2.353,0.28,0.98,-0.22,-0.18,0.07,0.11,
2.353,0.28,0.98,-0.22,-0.18,0.09,0.10,
2.357,0.28,0.97,-0.22,-0.18,0.09,0.10,
2.357,0.28,0.97,-0.22,-0.17,0.10,0.10,
2.358,0.28,0.97,-0.22,-0.16,0.12,0.09,
2.358,0.28,0.97,-0.22,-0.16,0.12,0.09,
2.359,0.27,0.97,-0.22,-0.16,0.12,0.09,
2.36,0.27,0.97,-0.21,-0.16,0.12,0.09,
2.36,0.27,0.97,-0.21,-0.16,0.12,0.09,
2.36,0.27,0.97,-0.21,-0.16,0.13,0.09,
2.362,0.26,0.96,-0.21,-0.16,0.13,0.09,
2.363,0.26,0.96,-0.21,-0.15,0.13,0.09,
2.363,0.26,0.96,-0.21,-0.15,0.13,0.09,
2.363,0.26,0.96,-0.21,-0.15,0.13,0.09,
2.363,0.26,0.95,-0.20,-0.15,0.13,0.09,
2.364,0.26,0.95,-0.20,-0.15,0.12,0.08,
2.369,0.26,0.95,-0.21,-0.15,0.12,0.08,
2.37,0.26,0.95,-0.21,-0.16,0.12,0.08,
2.37,0.26,0.95,-0.21,-0.15,0.12,0.07,
2.37,0.27,0.95,-0.21,-0.15,0.12,0.07,
2.373,0.27,0.95,-0.20,-0.15,0.12,0.07,
2.373,0.27,0.95,-0.20,-0.15,0.11,0.07,
2.373,0.26,0.96,-0.21,-0.15,0.11,0.07,
2.373,0.26,0.96,-0.21,-0.15,0.09,0.06,
2.378,0.26,0.96,-0.21,-0.15,0.08,0.07,
2.378,0.26,0.96,-0.21,-0.14,0.08,0.09,
2.378,0.25,0.97,-0.21,-0.14,0.08,0.09,
2.378,0.23,0.99,-0.20,-0.14,0.08,0.09,
2.386,0.23,1.00,-0.19,-0.14,0.08,0.09,
2.386,0.20,1.02,-0.17,-0.14,0.08,0.09,
2.387,0.13,1.06,-0.12,-0.14,0.08,0.09,
2.387,0.13,1.06,-0.12,-0.13,0.07,0.12,
2.387,0.13,1.06,-0.12,-0.12,0.07,0.16,
2.387,0.13,1.06,-0.12,-0.08,0.07,0.26,
2.387,0.13,1.06,-0.12,-0.02,0.08,0.39,
2.388,0.15,1.07,-0.08,-0.02,0.08,0.39,
2.388,0.27,1.03,-0.08,-0.02,0.08,0.39,
2.388,0.27,1.03,-0.08,0.06,0.10,0.49,
2.411,0.37,0.99,-0.08,0.06,0.10,0.49,
2.412,0.37,0.99,-0.08,0.12,0.10,0.53,
2.412,0.44,0.96,-0.08,0.12,0.10,0.53,
2.412,0.44,0.96,-0.08,0.18,0.09,0.52,
2.412,0.44,0.96,-0.08,0.22,0.07,0.47,
2.412,0.48,0.94,-0.09,0.22,0.07,0.47,
2.412,0.48,0.94,-0.09,0.25,0.02,0.40,
2.412,0.48,0.94,-0.09,0.25,0.02,0.40,
2.412,0.45,0.95,-0.09,0.25,0.02,0.40,
2.412,0.41,0.96,-0.10,0.25,0.02,0.40,
2.413,0.41,0.96,-0.10,0.27,-0.05,0.32,
2.413,0.41,0.96,-0.10,0.28,-0.13,0.26,
2.413,0.37,0.97,-0.11,0.28,-0.13,0.26,
2.413,0.37,0.97,-0.11,0.30,-0.21,0.20,
2.413,0.32,0.98,-0.11,0.30,-0.21,0.20,
2.413,0.32,0.98,-0.11,0.31,-0.30,0.15,
2.413,0.28,0.98,-0.11,0.31,-0.30,0.15,
2.413,0.28,0.98,-0.11,0.32,-0.38,0.13,
2.413,0.28,0.98,-0.11,0.34,-0.44,0.12,
2.414,0.26,0.98,-0.11,0.34,-0.44,0.12,
2.414,0.24,0.98,-0.12,0.34,-0.44,0.12,
2.414,0.24,0.98,-0.12,0.36,-0.49,0.12,
2.414,0.24,0.98,-0.12,0.38,-0.53,0.13,
2.414,0.24,0.97,-0.12,0.38,-0.53,0.13,
2.414,0.24,0.97,-0.14,0.38,-0.53,0.13,
2.414,0.24,0.97,-0.14,0.41,-0.54,0.14,
2.416,0.25,0.98,-0.16,0.41,-0.54,0.14,
2.416,0.25,0.98,-0.16,0.43,-0.53,0.15,
2.416,0.26,0.98,-0.17,0.43,-0.53,0.15,
2.417,0.26,0.98,-0.17,0.44,-0.52,0.15,
2.421,0.26,0.98,-0.17,0.46,-0.50,0.16,
2.421,0.27,0.98,-0.18,0.46,-0.50,0.16,
2.422,0.27,0.98,-0.18,0.46,-0.48,0.16,
2.422,0.29,0.98,-0.20,0.46,-0.48,0.16,
2.422,0.30,0.98,-0.21,0.46,-0.48,0.16,
2.422,0.30,0.98,-0.21,0.46,-0.45,0.16,
2.427,0.30,0.98,-0.21,0.45,-0.42,0.15,
2.427,0.30,0.97,-0.22,0.45,-0.42,0.15,
2.427,0.30,0.97,-0.22,0.44,-0.39,0.14,
2.427,0.30,0.97,-0.23,0.44,-0.39,0.14,
2.43,0.30,0.97,-0.23,0.43,-0.35,0.13,
2.43,0.30,0.97,-0.24,0.43,-0.35,0.13,
2.431,0.30,0.96,-0.24,0.43,-0.35,0.13,
2.431,0.30,0.96,-0.24,0.41,-0.31,0.13,
2.437,0.29,0.96,-0.25,0.41,-0.31,0.13,
2.438,0.28,0.95,-0.27,0.41,-0.31,0.13,
2.438,0.27,0.95,-0.27,0.41,-0.31,0.13,
2.439,0.27,0.95,-0.27,0.39,-0.27,0.11,
2.439,0.27,0.95,-0.27,0.37,-0.22,0.10,
2.439,0.27,0.95,-0.27,0.35,-0.17,0.09,
2.439,0.26,0.95,-0.28,0.35,-0.17,0.09,
2.439,0.26,0.95,-0.28,0.32,-0.13,0.08,
2.445,0.25,0.95,-0.29,0.32,-0.13,0.08,
2.445,0.25,0.95,-0.29,0.29,-0.07,0.08,
2.445,0.24,0.95,-0.29,0.29,-0.07,0.08,
2.445,0.24,0.95,-0.29,0.26,-0.03,0.07,
2.445,0.22,0.95,-0.29,0.26,-0.03,0.07,
2.446,0.22,0.95,-0.29,0.23,0.00,0.07,
2.451,0.22,0.95,-0.28,0.23,0.00,0.07,
2.452,0.21,0.95,-0.28,0.23,0.00,0.07,
2.452,0.20,0.95,-0.28,0.23,0.00,0.07,
2.452,0.20,0.95,-0.28,0.20,0.03,0.07,
2.452,0.20,0.95,-0.28,0.17,0.06,0.07,
2.453,0.20,0.95,-0.28,0.15,0.09,0.07,
2.453,0.20,0.95,-0.27,0.15,0.09,0.07,
2.453,0.20,0.95,-0.27,0.13,0.11,0.07,
2.457,0.20,0.95,-0.26,0.13,0.11,0.07,
2.457,0.20,0.95,-0.26,0.10,0.12,0.08,
2.458,0.20,0.95,-0.26,0.08,0.13,0.07,
2.458,0.20,0.96,-0.25,0.08,0.13,0.07,
2.461,0.20,0.96,-0.25,0.07,0.14,0.07,
2.461,0.21,0.96,-0.24,0.07,0.14,0.07,
2.462,0.22,0.97,-0.24,0.07,0.14,0.07,
2.462,0.22,0.97,-0.24,0.06,0.14,0.07,
2.463,0.22,0.97,-0.23,0.06,0.14,0.07,
2.463,0.22,0.97,-0.23,0.05,0.13,0.07,
2.465,0.23,0.98,-0.23,0.05,0.13,0.07,
2.465,0.23,0.98,-0.23,0.04,0.13,0.06,
2.469,0.23,0.98,-0.23,0.03,0.11,0.06,
2.47,0.24,0.98,-0.22,0.03,0.11,0.06,
2.47,0.24,0.98,-0.22,0.03,0.09,0.04,
2.47,0.25,0.99,-0.22,0.03,0.09,0.04,
2.47,0.25,0.99,-0.22,0.03,0.07,0.03,
2.47,0.27,0.98,-0.22,0.03,0.07,0.03,
2.474,0.28,0.98,-0.21,0.03,0.07,0.03,
2.475,0.28,0.98,-0.21,0.04,0.04,0.01,
2.478,0.29,0.97,-0.21,0.04,0.04,0.01,
2.478,0.31,0.97,-0.20,0.04,0.04,0.01,
2.478,0.31,0.97,-0.20,0.04,0.01,-0.01,
2.478,0.31,0.97,-0.20,0.06,-0.02,-0.03,
2.481,0.32,0.97,-0.19,0.06,-0.02,-0.03,
2.486,0.32,0.97,-0.19,0.06,-0.05,-0.05,
2.487,0.32,0.97,-0.18,0.06,-0.05,-0.05,
2.487,0.32,0.97,-0.18,0.07,-0.08,-0.07,
2.487,0.32,0.97,-0.17,0.07,-0.08,-0.07,
2.487,0.32,0.97,-0.17,0.08,-0.11,-0.09,
2.487,0.31,0.97,-0.16,0.08,-0.11,-0.09,
2.488,0.31,0.97,-0.16,0.10,-0.14,-0.12,
2.491,0.30,0.97,-0.16,0.10,-0.14,-0.12,
2.491,0.30,0.97,-0.16,0.12,-0.17,-0.13,
2.514,0.30,0.97,-0.16,0.14,-0.20,-0.15,
2.514,0.29,0.97,-0.15,0.14,-0.20,-0.15,
2.514,0.27,0.97,-0.14,0.14,-0.20,-0.15,
2.514,0.27,0.97,-0.14,0.17,-0.23,-0.17,
2.514,0.26,0.98,-0.15,0.17,-0.23,-0.17,
2.515,0.26,0.98,-0.15,0.19,-0.26,-0.18,
2.515,0.25,0.98,-0.15,0.19,-0.26,-0.18,
2.515,0.25,0.98,-0.15,0.22,-0.29,-0.19,
2.516,0.25,0.98,-0.15,0.25,-0.32,-0.20,
2.516,0.24,0.98,-0.15,0.25,-0.32,-0.20,
2.516,0.22,0.98,-0.16,0.25,-0.32,-0.20,
2.516,0.22,0.98,-0.16,0.28,-0.35,-0.20,
2.517,0.21,0.98,-0.17,0.28,-0.35,-0.20,
2.517,0.21,0.98,-0.17,0.30,-0.38,-0.21,
2.517,0.20,0.98,-0.19,0.30,-0.38,-0.21,
2.517,0.20,0.98,-0.19,0.32,-0.40,-0.21,
2.517,0.19,0.98,-0.20,0.32,-0.40,-0.21,
2.517,0.19,0.98,-0.20,0.34,-0.43,-0.20,
2.517,0.18,0.97,-0.21,0.34,-0.43,-0.20,
2.517,0.18,0.97,-0.21,0.36,-0.45,-0.20,
2.517,0.17,0.96,-0.22,0.36,-0.45,-0.20,
2.518,0.16,0.95,-0.23,0.36,-0.45,-0.20,
2.518,0.16,0.95,-0.23,0.37,-0.47,-0.19,
